Invoice ID,Branch,Customer type,Gender,ProductID,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
707-32-7409,B,Member,F,PID475,4,19.108,401.268,"February 26, 2019",11:58,Ewallet,382.16,4.761904762,19.108,4.5
457-94-0464,B,Member,M,PID476,9,39.5415,830.3715,"January 31, 2019",20:32,Ewallet,790.83,4.761904762,39.5415,5.6
831-81-6575,B,Member,F,PID477,9,34.0155,714.3255,"February 23, 2019",11:12,Cash,680.31,4.761904762,34.0155,8
869-11-3082,B,Member,M,PID478,4,19.232,403.872,"January 27, 2019",20:03,Credit card,384.64,4.761904762,19.232,8.4
190-59-3964,B,Member,M,PID479,5,11.79,247.59,"February 3, 2019",14:35,Credit card,235.8,4.761904762,11.79,6
316-68-6352,A,Member,F,PID48,2,3.636,76.356,"January 21, 2019",10:00,Cash,72.72,4.761904762,3.636,7.1
109-86-4363,B,Member,F,PID480,7,21.028,441.588,"February 14, 2019",11:36,Credit card,420.56,4.761904762,21.028,4.5
222-42-0244,B,Member,F,PID481,9,32.4495,681.4395,"January 28, 2019",13:53,Credit card,648.99,4.761904762,32.4495,7.7
343-75-9322,B,Member,F,PID482,8,4.74,99.54,"January 9, 2019",16:34,Cash,94.8,4.761904762,4.74,4.1
427-45-9297,B,Member,F,PID483,7,14.2555,299.3655,"March 12, 2019",11:01,Ewallet,285.11,4.761904762,14.2555,5.4
361-59-0574,B,Member,M,PID484,8,36.212,760.452,"March 15, 2019",14:48,Credit card,724.24,4.761904762,36.212,6.5
544-55-9589,B,Member,F,PID485,10,10.715,225.015,"January 28, 2019",11:51,Cash,214.3,4.761904762,10.715,6.2
608-05-3804,B,Member,M,PID486,1,1.9875,41.7375,"February 25, 2019",20:19,Cash,39.75,4.761904762,1.9875,6.1
761-49-0439,B,Member,F,PID487,8,4.84,101.64,"January 19, 2019",10:17,Ewallet,96.8,4.761904762,4.84,8.6
490-95-0021,B,Member,F,PID488,10,16.605,348.705,"January 8, 2019",14:25,Ewallet,332.1,4.761904762,16.605,6
311-13-6971,B,Member,M,PID489,10,15.995,335.895,"February 20, 2019",15:18,Credit card,319.9,4.761904762,15.995,9.9
744-02-5987,A,Member,M,PID49,6,23.514,493.794,"January 10, 2019",14:16,Ewallet,470.28,4.761904762,23.514,5.8
811-35-1094,B,Member,M,PID490,6,15.135,317.835,"February 6, 2019",15:16,Credit card,302.7,4.761904762,15.135,8.9
313-66-9943,B,Member,F,PID491,3,4.3725,91.8225,"March 27, 2019",20:29,Credit card,87.45,4.761904762,4.3725,7.3
636-98-3364,B,Member,F,PID492,3,3.939,82.719,"March 2, 2019",12:36,Ewallet,78.78,4.761904762,3.939,6.3
321-49-7382,B,Member,M,PID493,1,4.4155,92.7255,"February 15, 2019",17:38,Credit card,88.31,4.761904762,4.4155,5.2
676-10-2200,B,Member,M,PID494,1,2.689,56.469,"February 3, 2019",20:13,Ewallet,53.78,4.761904762,2.689,4.7
503-21-4385,B,Member,M,PID495,3,5.9865,125.7165,"February 21, 2019",12:40,Ewallet,119.73,4.761904762,5.9865,9.3
305-89-2768,B,Member,F,PID496,3,3.285,68.985,"January 9, 2019",18:43,Ewallet,65.7,4.761904762,3.285,4.7
574-80-1489,B,Member,F,PID497,4,12.57,263.97,"February 25, 2019",13:22,Ewallet,251.4,4.761904762,12.57,8.7
200-40-6154,B,Member,M,PID498,6,19.773,415.233,"February 9, 2019",11:45,Cash,395.46,4.761904762,19.773,5.7
214-30-2776,B,Member,F,PID499,5,8.6225,181.0725,"March 11, 2019",19:44,Credit card,172.45,4.761904762,8.6225,9
307-83-9164,A,Member,M,PID50,4,12.002,252.042,"January 25, 2019",15:54,Cash,240.04,4.761904762,12.002,4.5
746-04-1077,B,Member,F,PID500,10,42.315,888.615,"January 1, 2019",11:36,Credit card,846.3,4.761904762,42.315,9
448-34-8700,B,Member,M,PID501,7,12.9185,271.2885,"February 10, 2019",13:51,Ewallet,258.37,4.761904762,12.9185,6.7
883-69-1285,B,Member,M,PID502,2,4.992,104.832,"March 6, 2019",11:55,Credit card,99.84,4.761904762,4.992,7
518-71-6847,B,Member,M,PID503,6,7.98,167.58,"February 26, 2019",15:10,Ewallet,159.6,4.761904762,7.98,4.9
552-44-5977,B,Member,M,PID504,8,24.8,520.8,"January 3, 2019",19:08,Credit card,496,4.761904762,24.8,6.2
430-53-4718,B,Member,M,PID505,8,30.148,633.108,"January 28, 2019",15:46,Credit card,602.96,4.761904762,30.148,8.4
319-50-3348,B,Normal,F,PID506,2,4.03,84.63,"March 11, 2019",15:30,Ewallet,80.6,4.761904762,4.03,4.4
371-85-5789,B,Normal,M,PID507,3,13.197,277.137,"March 5, 2019",10:40,Ewallet,263.94,4.761904762,13.197,5.1
273-16-6619,B,Normal,M,PID508,2,3.32,69.72,"March 15, 2019",12:20,Credit card,66.4,4.761904762,3.32,4.4
649-29-6775,B,Normal,M,PID509,1,1.676,35.196,"February 8, 2019",15:31,Cash,33.52,4.761904762,1.676,6.7
411-77-0180,A,Member,M,PID51,7,25.27,530.67,"March 26, 2019",20:14,Ewallet,505.4,4.761904762,25.27,4.3
145-94-9061,B,Normal,F,PID510,5,22.09,463.89,"January 25, 2019",19:48,Cash,441.8,4.761904762,22.09,9.6
871-79-8483,B,Normal,M,PID511,5,23.5325,494.1825,"February 25, 2019",19:39,Credit card,470.65,4.761904762,23.5325,4.8
640-49-2076,B,Normal,M,PID512,8,33.512,703.752,"January 10, 2019",14:49,Cash,670.24,4.761904762,33.512,5.1
242-55-6721,B,Normal,M,PID513,2,1.616,33.936,"March 7, 2019",11:49,Ewallet,32.32,4.761904762,1.616,6.5
847-38-7188,B,Normal,F,PID514,3,14.502,304.542,"January 26, 2019",19:56,Ewallet,290.04,4.761904762,14.502,6.4
318-68-5053,B,Normal,F,PID515,6,23.097,485.037,"February 27, 2019",17:55,Cash,461.94,4.761904762,23.097,6.1
766-85-7061,B,Normal,M,PID516,10,43.935,922.635,"March 29, 2019",10:25,Ewallet,878.7,4.761904762,43.935,5.1
733-01-9107,B,Normal,M,PID517,6,24.81,521.01,"March 5, 2019",18:14,Cash,496.2,4.761904762,24.81,7.4
716-39-1409,B,Normal,M,PID518,7,10.6225,223.0725,"March 19, 2019",18:19,Cash,212.45,4.761904762,10.6225,8
227-78-1148,B,Normal,F,PID519,7,25.494,535.374,"February 15, 2019",12:44,Cash,509.88,4.761904762,25.494,8.4
803-17-8013,A,Member,F,PID52,8,35.516,745.836,"February 17, 2019",17:09,Cash,710.32,4.761904762,35.516,4.1
378-24-2715,B,Normal,M,PID520,2,5.344,112.224,"January 20, 2019",20:38,Ewallet,106.88,4.761904762,5.344,4.1
549-84-7482,B,Normal,F,PID521,9,40.626,853.146,"February 8, 2019",11:15,Ewallet,812.52,4.761904762,40.626,7.2
191-10-6171,B,Normal,F,PID522,7,13.867,291.207,"January 25, 2019",13:18,Cash,277.34,4.761904762,13.867,7.5
695-51-0018,B,Normal,F,PID523,4,6.968,146.328,"February 10, 2019",18:36,Cash,139.36,4.761904762,6.968,7.4
241-72-9525,B,Normal,M,PID524,10,25.955,545.055,"February 16, 2019",12:21,Cash,519.1,4.761904762,25.955,8.2
307-85-2293,B,Normal,M,PID525,5,12.57,263.97,"March 7, 2019",13:58,Ewallet,251.4,4.761904762,12.57,9.7
423-57-2993,B,Normal,M,PID526,6,28.017,588.357,"March 27, 2019",19:18,Ewallet,560.34,4.761904762,28.017,10
548-46-9322,B,Normal,M,PID527,10,19.95,418.95,"February 20, 2019",15:24,Credit card,399,4.761904762,19.95,5.9
414-12-7047,B,Normal,M,PID528,8,7.916,166.236,"January 18, 2019",12:04,Ewallet,158.32,4.761904762,7.916,8.7
284-34-9626,B,Normal,F,PID529,3,11.556,242.676,"February 11, 2019",10:39,Credit card,231.12,4.761904762,11.556,7.2
512-98-1403,A,Member,F,PID53,3,3.972,83.412,"March 21, 2019",10:40,Ewallet,79.44,4.761904762,3.972,4.7
437-58-8131,B,Normal,F,PID530,2,7.352,154.392,"January 15, 2019",13:41,Ewallet,147.04,4.761904762,7.352,4.6
641-43-2399,B,Normal,M,PID531,4,5.11,107.31,"January 26, 2019",20:23,Ewallet,102.2,4.761904762,5.11,5.7
573-58-9734,B,Normal,F,PID532,3,4.5555,95.6655,"March 28, 2019",13:41,Ewallet,91.11,4.761904762,4.5555,5.1
817-69-8206,B,Normal,F,PID533,9,44.8785,942.4485,"March 2, 2019",19:42,Credit card,897.57,4.761904762,44.8785,6.5
142-63-6033,B,Normal,M,PID534,5,23.09,484.89,"March 20, 2019",19:17,Ewallet,461.8,4.761904762,23.09,4.9
656-16-1063,B,Normal,M,PID535,3,6.963,146.223,"January 4, 2019",13:24,Credit card,139.26,4.761904762,6.963,4.4
560-30-5617,B,Normal,F,PID536,5,6.1925,130.0425,"March 24, 2019",18:27,Cash,123.85,4.761904762,6.1925,8.5
549-03-9315,B,Normal,M,PID537,8,37.948,796.908,"February 12, 2019",12:58,Ewallet,758.96,4.761904762,37.948,8.7
790-29-1172,B,Normal,F,PID538,3,8.601,180.621,"March 10, 2019",18:59,Credit card,172.02,4.761904762,8.601,7.9
239-36-3640,B,Normal,M,PID539,6,13.605,285.705,"January 31, 2019",13:44,Ewallet,272.1,4.761904762,13.605,6.1
870-76-1733,A,Member,F,PID54,5,3.5575,74.7075,"February 1, 2019",10:08,Credit card,71.15,4.761904762,3.5575,4.4
468-01-2051,B,Normal,M,PID540,7,21.728,456.288,"March 6, 2019",13:46,Ewallet,434.56,4.761904762,21.728,5.4
289-65-5721,B,Normal,F,PID541,2,8.137,170.877,"January 26, 2019",19:28,Cash,162.74,4.761904762,8.137,6.5
418-02-5978,B,Normal,F,PID542,9,37.8405,794.6505,"February 11, 2019",10:54,Cash,756.81,4.761904762,37.8405,8
376-02-8238,B,Normal,M,PID543,8,37.548,788.508,"February 2, 2019",18:42,Credit card,750.96,4.761904762,37.548,8.3
785-13-7708,B,Normal,M,PID544,7,25.571,536.991,"January 14, 2019",19:06,Credit card,511.42,4.761904762,25.571,4.2
154-74-7179,B,Normal,M,PID545,1,2.7225,57.1725,"February 26, 2019",19:24,Ewallet,54.45,4.761904762,2.7225,7.9
783-09-1637,B,Normal,F,PID546,5,16.8575,354.0075,"March 6, 2019",18:13,Ewallet,337.15,4.761904762,16.8575,6.3
477-24-6490,B,Normal,F,PID547,6,29.913,628.173,"February 26, 2019",16:52,Ewallet,598.26,4.761904762,29.913,7.9
566-19-5475,B,Normal,M,PID548,7,16.7895,352.5795,"January 7, 2019",20:52,Cash,335.79,4.761904762,16.7895,6.2
498-41-1961,B,Normal,M,PID549,5,16.67,350.07,"February 20, 2019",18:01,Cash,333.4,4.761904762,16.67,7.6
423-64-4619,A,Member,F,PID55,9,6.9975,146.9475,"March 7, 2019",13:12,Cash,139.95,4.761904762,6.9975,5
283-79-9594,B,Normal,F,PID550,7,16.9785,356.5485,"January 25, 2019",13:30,Credit card,339.57,4.761904762,16.9785,5.2
585-03-5943,B,Normal,M,PID551,10,9.055,190.155,"March 13, 2019",11:46,Ewallet,181.1,4.761904762,9.055,5.9
396-90-2219,B,Normal,F,PID552,8,5.984,125.664,"February 23, 2019",12:29,Cash,119.68,4.761904762,5.984,8.6
276-54-0879,B,Normal,M,PID553,4,19.548,410.508,"March 12, 2019",19:53,Ewallet,390.96,4.761904762,19.548,6.4
868-81-1752,B,Normal,M,PID554,9,9.909,208.089,"February 7, 2019",18:48,Cash,198.18,4.761904762,9.909,6.8
692-27-8933,B,Normal,F,PID555,6,17.385,365.085,"February 24, 2019",13:02,Cash,347.7,4.761904762,17.385,5.2
400-45-1220,B,Normal,F,PID556,10,6.75,141.75,"February 27, 2019",11:06,Credit card,135,4.761904762,6.75,4.8
453-63-6187,B,Normal,M,PID557,3,4.125,86.625,"March 1, 2019",15:40,Ewallet,82.5,4.761904762,4.125,6.5
578-80-7669,B,Normal,M,PID558,1,3.7485,78.7185,"March 16, 2019",16:58,Cash,74.97,4.761904762,3.7485,5.6
261-12-8671,B,Normal,F,PID559,2,6.096,128.016,"January 25, 2019",19:39,Credit card,121.92,4.761904762,6.096,4.9
815-11-1168,A,Member,M,PID56,5,24.945,523.845,"March 9, 2019",19:09,Cash,498.9,4.761904762,24.945,5.4
529-56-3979,B,Normal,F,PID56,4,4.03,84.63,"March 11, 2020",15:30,Ewallet,80.6,4.761904762,4.03,4.4
182-69-8360,B,Normal,F,PID560,4,4.73,99.33,"January 30, 2019",13:32,Credit card,94.6,4.761904762,4.73,4
868-52-7573,B,Normal,F,PID561,5,24.9225,523.3725,"January 14, 2019",12:09,Cash,498.45,4.761904762,24.9225,9.9
596-42-3999,B,Normal,M,PID562,7,6.377,133.917,"March 10, 2019",14:04,Credit card,127.54,4.761904762,6.377,6.6
173-82-9529,B,Normal,F,PID563,10,18.975,398.475,"January 26, 2019",14:51,Cash,379.5,4.761904762,18.975,9.7
760-54-1821,B,Normal,M,PID564,9,6.1155,128.4255,"March 15, 2019",10:26,Cash,122.31,4.761904762,6.1155,5.8
831-64-0259,B,Normal,F,PID565,5,9.9375,208.6875,"February 22, 2019",10:43,Ewallet,198.75,4.761904762,9.9375,9.6
244-08-0162,B,Normal,F,PID566,10,17.105,359.205,"January 2, 2019",13:00,Cash,342.1,4.761904762,17.105,5.1
569-71-4390,B,Normal,M,PID567,2,2.187,45.927,"January 25, 2019",14:29,Ewallet,43.74,4.761904762,2.187,6.9
268-03-6164,B,Normal,M,PID568,1,4.8055,100.9155,"January 25, 2019",16:28,Ewallet,96.11,4.761904762,4.8055,7.8
848-07-1692,B,Normal,F,PID569,2,5.722,120.162,"January 12, 2019",17:13,Ewallet,114.44,4.761904762,5.722,8.3
340-66-0321,A,Member,M,PID57,4,7.272,152.712,"March 25, 2019",13:07,Cash,145.44,4.761904762,7.272,7.6
741-73-3559,B,Normal,M,PID570,5,16.8175,353.1675,"February 27, 2019",17:27,Cash,336.35,4.761904762,16.8175,6.9
286-75-7818,B,Normal,M,PID571,2,6.908,145.068,"January 31, 2019",19:48,Credit card,138.16,4.761904762,6.908,6.9
616-87-0016,B,Normal,M,PID572,7,33.439,702.219,"March 9, 2019",14:36,Credit card,668.78,4.761904762,33.439,9.6
837-55-7229,B,Normal,F,PID573,1,2.372,49.812,"February 22, 2019",18:19,Credit card,47.44,4.761904762,2.372,6.8
891-01-7034,B,Normal,F,PID574,6,22.413,470.673,"January 1, 2019",19:07,Cash,448.26,4.761904762,22.413,6.7
744-09-5786,B,Normal,M,PID575,6,6.603,138.663,"January 2, 2019",18:50,Cash,132.06,4.761904762,6.603,7.6
533-33-5337,B,Normal,M,PID576,10,39.695,833.595,"February 7, 2019",20:24,Cash,793.9,4.761904762,39.695,6.2
554-53-3790,B,Normal,M,PID577,6,11.106,233.226,"March 22, 2019",18:33,Cash,222.12,4.761904762,11.106,4.5
701-69-8742,B,Normal,M,PID578,10,17.185,360.885,"March 16, 2019",10:11,Ewallet,343.7,4.761904762,17.185,6.7
709-58-4068,B,Normal,F,PID579,10,20.545,431.445,"February 28, 2019",14:42,Cash,410.9,4.761904762,20.545,7.3
442-48-3607,A,Member,M,PID58,2,2.348,49.308,"March 14, 2019",11:21,Credit card,46.96,4.761904762,2.348,7.9
686-41-0932,B,Normal,F,PID580,2,3.47,72.87,"March 13, 2019",19:48,Ewallet,69.4,4.761904762,3.47,8.2
437-53-3084,B,Normal,M,PID581,2,9.989,209.769,"February 26, 2019",11:48,Ewallet,199.78,4.761904762,9.989,7.1
632-32-4574,B,Normal,M,PID582,8,30.368,637.728,"March 20, 2019",14:14,Cash,607.36,4.761904762,30.368,5.5
282-35-2475,B,Normal,F,PID583,2,9.331,195.951,"March 25, 2019",17:53,Cash,186.62,4.761904762,9.331,6.3
511-54-3087,B,Normal,M,PID584,1,4.4225,92.8725,"February 25, 2019",16:36,Credit card,88.45,4.761904762,4.4225,9.5
862-17-9201,B,Normal,F,PID585,6,25.215,529.515,"January 29, 2019",10:48,Credit card,504.3,4.761904762,25.215,7.7
734-91-1155,B,Normal,F,PID586,3,6.8565,143.9865,"March 26, 2019",10:34,Credit card,137.13,4.761904762,6.8565,7.7
286-62-6248,B,Normal,M,PID587,4,7.842,164.682,"January 16, 2019",20:03,Credit card,156.84,4.761904762,7.842,9
857-67-9057,B,Normal,M,PID588,10,11.475,240.975,"February 6, 2019",19:20,Ewallet,229.5,4.761904762,11.475,8.2
841-18-8232,B,Normal,F,PID589,1,3.56,74.76,"January 5, 2019",20:40,Credit card,71.2,4.761904762,3.56,9.2
527-09-6272,A,Member,F,PID59,5,7.1125,149.3625,"March 21, 2019",10:17,Credit card,142.25,4.761904762,7.1125,9.1
539-21-7227,B,Normal,F,PID590,5,12.885,270.585,"January 26, 2019",17:45,Cash,257.7,4.761904762,12.885,4.2
747-58-7183,B,Normal,M,PID591,3,8.5905,180.4005,"February 9, 2019",20:31,Ewallet,171.81,4.761904762,8.5905,6.5
582-52-8065,B,Normal,F,PID592,9,24.4395,513.2295,"February 22, 2019",10:49,Cash,488.79,4.761904762,24.4395,8.9
210-57-1719,B,Normal,F,PID593,9,26.208,550.368,"February 5, 2019",12:34,Cash,524.16,4.761904762,26.208,9.7
356-44-8813,B,Normal,M,PID594,3,5.622,118.062,"January 20, 2019",13:45,Credit card,112.44,4.761904762,5.622,7.7
174-75-0888,B,Normal,M,PID595,9,9.711,203.931,"March 14, 2019",12:32,Cash,194.22,4.761904762,9.711,7.3
134-54-4720,B,Normal,F,PID596,8,16.968,356.328,"January 30, 2019",13:58,Ewallet,339.36,4.761904762,16.968,5.7
514-37-2845,B,Normal,M,PID597,2,9.925,208.425,"March 20, 2019",13:02,Cash,198.5,4.761904762,9.925,9
241-11-2261,B,Normal,F,PID598,7,27.951,586.971,"January 10, 2019",10:33,Credit card,559.02,4.761904762,27.951,5.5
355-34-6244,B,Normal,M,PID599,2,7.239,152.019,"January 13, 2019",19:55,Credit card,144.78,4.761904762,7.239,8.1
441-94-7118,A,Member,M,PID60,1,3.5975,75.5475,"February 4, 2019",12:14,Cash,71.95,4.761904762,3.5975,7.3
458-61-0011,B,Normal,M,PID600,4,12.06,253.26,"February 20, 2019",18:43,Cash,241.2,4.761904762,12.06,5.8
207-73-1363,B,Normal,M,PID601,2,6.951,145.971,"March 1, 2019",12:15,Ewallet,139.02,4.761904762,6.951,8.1
375-72-3056,B,Normal,M,PID602,3,9.459,198.639,"January 19, 2019",15:58,Ewallet,189.18,4.761904762,9.459,7
470-31-3286,B,Normal,M,PID603,3,2.223,46.683,"March 1, 2019",11:30,Credit card,44.46,4.761904762,2.223,8.7
642-30-6693,B,Normal,F,PID604,6,16.353,343.413,"March 17, 2019",13:54,Ewallet,327.06,4.761904762,16.353,7.8
830-58-2383,B,Normal,M,PID605,4,6.35,133.35,"February 8, 2019",15:26,Cash,127,4.761904762,6.35,8.6
852-62-7105,B,Normal,F,PID606,10,41.625,874.125,"January 12, 2019",11:25,Credit card,832.5,4.761904762,41.625,4.4
420-04-7590,B,Normal,M,PID607,3,14.955,314.055,"March 18, 2019",11:29,Ewallet,299.1,4.761904762,14.955,4.7
665-63-9737,B,Normal,M,PID608,3,7.863,165.123,"February 27, 2019",17:36,Ewallet,157.26,4.761904762,7.863,7.5
369-82-2676,B,Normal,M,PID609,5,18.915,397.215,"January 15, 2019",18:22,Ewallet,378.3,4.761904762,18.915,7.8
612-36-5536,A,Member,M,PID61,8,32.384,680.064,"February 17, 2019",11:12,Credit card,647.68,4.761904762,32.384,7.4
563-47-4072,B,Normal,F,PID610,6,16.743,351.603,"January 22, 2019",11:52,Cash,334.86,4.761904762,16.743,9.9
322-02-2271,B,Normal,F,PID611,3,6.4455,135.3555,"February 3, 2019",11:46,Cash,128.91,4.761904762,6.4455,9.3
190-14-3147,B,Normal,F,PID612,4,3.594,75.474,"February 23, 2019",20:43,Ewallet,71.88,4.761904762,3.594,6.4
679-22-6530,B,Normal,F,PID613,2,4.062,85.302,"January 17, 2019",10:01,Credit card,81.24,4.761904762,4.062,4.1
576-31-4774,B,Normal,F,PID614,3,11.0115,231.2415,"March 2, 2019",13:10,Ewallet,220.23,4.761904762,11.0115,4
320-85-2052,B,Normal,F,PID615,1,1.7405,36.5505,"January 14, 2019",10:11,Credit card,34.81,4.761904762,1.7405,7
826-58-8051,B,Normal,M,PID616,4,12.438,261.198,"January 6, 2019",19:46,Ewallet,248.76,4.761904762,12.438,4.3
176-64-7711,B,Normal,M,PID617,3,4.848,101.808,"March 27, 2019",19:11,Credit card,96.96,4.761904762,4.848,4.3
186-79-9562,B,Normal,M,PID618,7,25.1195,527.5095,"March 29, 2019",14:06,Cash,502.39,4.761904762,25.1195,8.9
834-45-5519,B,Normal,F,PID619,4,8.6,180.6,"January 31, 2019",20:48,Ewallet,172,4.761904762,8.6,7.6
468-88-0009,A,Member,M,PID62,4,13.188,276.948,"March 24, 2019",10:29,Cash,263.76,4.761904762,13.188,6
418-05-0656,B,Normal,F,PID620,7,8.946,187.866,"February 2, 2019",20:42,Cash,178.92,4.761904762,8.946,7.1
365-64-0518,A,Member,F,PID620,7,24.1255,506.6355,"March 11, 2020",11:03,Credit card,482.51,4.761904762,24.1255,4.6
776-68-1096,B,Normal,M,PID621,3,6.618,138.978,"March 18, 2019",13:45,Credit card,132.36,4.761904762,6.618,7.9
174-64-0215,B,Normal,M,PID622,10,34.87,732.27,"March 5, 2019",17:49,Credit card,697.4,4.761904762,34.87,8.9
438-23-1242,B,Normal,M,PID623,7,26.558,557.718,"January 24, 2019",10:38,Ewallet,531.16,4.761904762,26.558,8.9
775-72-1988,B,Normal,M,PID624,5,18.32,384.72,"January 24, 2019",15:05,Ewallet,366.4,4.761904762,18.32,8.4
525-09-8450,B,Normal,M,PID625,10,36.065,757.365,"January 31, 2019",15:12,Credit card,721.3,4.761904762,36.065,4.2
593-14-4239,B,Normal,F,PID626,8,38.184,801.864,"March 5, 2019",19:40,Ewallet,763.68,4.761904762,38.184,4.7
388-76-2555,B,Normal,M,PID627,6,4.107,86.247,"February 13, 2019",13:59,Cash,82.14,4.761904762,4.107,6.3
711-31-1234,B,Normal,F,PID628,4,19.128,401.688,"March 16, 2019",18:51,Cash,382.56,4.761904762,19.128,7.9
120-54-2248,B,Normal,F,PID629,5,7.215,151.515,"January 22, 2019",18:08,Credit card,144.3,4.761904762,7.215,8
254-31-0042,A,Member,M,PID63,9,9.675,203.175,"March 6, 2019",12:46,Credit card,193.5,4.761904762,9.675,7.8
875-31-8302,B,Normal,M,PID630,1,4.669,98.049,"January 3, 2019",13:07,Cash,93.38,4.761904762,4.669,9.6
744-16-7898,B,Normal,F,PID631,10,48.685,1022.385,"January 15, 2019",13:48,Credit card,973.7,4.761904762,48.685,4.9
605-83-1050,B,Normal,M,PID632,2,2.718,57.078,"March 15, 2019",16:26,Ewallet,54.36,4.761904762,2.718,4.3
359-94-5395,B,Normal,M,PID633,1,4.639,97.419,"March 15, 2019",10:50,Credit card,92.78,4.761904762,4.639,9.8
751-15-6198,B,Normal,M,PID634,6,6.903,144.963,"January 12, 2019",16:45,Ewallet,138.06,4.761904762,6.903,7.9
559-61-5987,B,Normal,F,PID635,1,0.8875,18.6375,"January 14, 2019",10:38,Cash,17.75,4.761904762,0.8875,8.6
565-91-4567,B,Normal,M,PID636,8,4.3,90.3,"March 15, 2019",14:38,Ewallet,86,4.761904762,4.3,6.2
499-27-7781,B,Normal,F,PID637,8,21.284,446.964,"March 14, 2019",16:45,Ewallet,425.68,4.761904762,21.284,5
366-43-6862,B,Normal,M,PID638,4,10.578,222.138,"March 25, 2019",16:32,Ewallet,211.56,4.761904762,10.578,6.7
636-17-0325,B,Normal,M,PID639,4,12.514,262.794,"February 25, 2019",18:37,Cash,250.28,4.761904762,12.514,9.5
667-23-5919,A,Member,F,PID64,5,24.175,507.675,"January 14, 2019",12:52,Ewallet,483.5,4.761904762,24.175,7
670-71-7306,B,Normal,M,PID640,6,13.389,281.169,"January 2, 2019",20:08,Credit card,267.78,4.761904762,13.389,5.1
291-59-1384,B,Normal,M,PID641,1,3.015,63.315,"February 28, 2019",17:38,Cash,60.3,4.761904762,3.015,6
866-70-2814,B,Normal,F,PID642,10,26.395,554.295,"February 25, 2019",11:58,Ewallet,527.9,4.761904762,26.395,10
895-03-6665,B,Normal,F,PID643,9,16.4295,345.0195,"February 16, 2019",10:52,Cash,328.59,4.761904762,16.4295,4.2
770-42-8960,B,Normal,M,PID644,8,8.448,177.408,"January 1, 2019",19:31,Cash,168.96,4.761904762,8.448,6.3
234-36-2483,B,Normal,M,PID645,6,17.277,362.817,"February 15, 2019",13:51,Cash,345.54,4.761904762,17.277,5.1
152-03-4217,B,Normal,F,PID646,9,5.076,106.596,"March 17, 2019",11:55,Credit card,101.52,4.761904762,5.076,4.3
533-66-5566,B,Normal,F,PID647,7,17.8745,375.3645,"January 12, 2019",11:42,Cash,357.49,4.761904762,17.8745,7
114-35-5271,B,Normal,F,PID648,8,23.164,486.444,"February 7, 2019",15:06,Cash,463.28,4.761904762,23.164,8.1
715-20-1673,B,Normal,M,PID649,5,7.095,148.995,"March 6, 2019",20:57,Cash,141.9,4.761904762,7.095,9.4
289-15-7034,A,Member,M,PID65,4,16.466,345.786,"January 11, 2019",10:37,Credit card,329.32,4.761904762,16.466,7.5
699-88-1972,B,Normal,M,PID650,8,39.664,832.944,"January 28, 2019",17:47,Credit card,793.28,4.761904762,39.664,4.2
509-10-0516,B,Normal,M,PID651,4,9.194,193.074,"February 9, 2019",12:02,Ewallet,183.88,4.761904762,9.194,5.1
851-98-3555,B,Normal,F,PID652,5,20.72,435.12,"March 24, 2019",14:08,Credit card,414.4,4.761904762,20.72,6.6
624-01-8356,B,Normal,F,PID653,10,24.505,514.605,"January 27, 2019",10:44,Credit card,490.1,4.761904762,24.505,4.2
777-67-2495,B,Normal,M,PID654,3,10.3455,217.2555,"February 22, 2019",11:26,Ewallet,206.91,4.761904762,10.3455,8.7
181-82-6255,B,Normal,F,PID655,6,4.911,103.131,"February 8, 2019",10:58,Cash,98.22,4.761904762,4.911,7
226-34-0034,B,Normal,F,PID656,4,2.756,57.876,"January 10, 2019",11:10,Ewallet,55.12,4.761904762,2.756,9
431-66-2305,B,Normal,F,PID657,9,39.7125,833.9625,"February 15, 2019",20:51,Credit card,794.25,4.761904762,39.7125,7.6
825-94-5922,B,Normal,M,PID658,2,2.531,53.151,"March 2, 2019",19:26,Ewallet,50.62,4.761904762,2.531,7.2
641-62-7288,B,Normal,M,PID659,6,29.976,629.496,"March 24, 2019",13:33,Ewallet,599.52,4.761904762,29.976,7.1
563-36-9814,A,Member,M,PID66,1,3.841,80.661,"February 13, 2019",18:27,Ewallet,76.82,4.761904762,3.841,7.2
501-61-1753,B,Normal,F,PID660,6,18.945,397.845,"January 3, 2019",20:24,Ewallet,378.9,4.761904762,18.945,9.8
365-16-4334,B,Normal,F,PID661,8,10.572,222.012,"February 24, 2019",14:26,Ewallet,211.44,4.761904762,10.572,8.9
430-02-3888,B,Normal,M,PID662,6,13.806,289.926,"February 7, 2019",15:55,Cash,276.12,4.761904762,13.806,7.1
794-42-3736,B,Normal,M,PID663,2,3.333,69.993,"January 26, 2019",14:41,Credit card,66.66,4.761904762,3.333,6.4
172-42-8274,B,Normal,F,PID664,2,3.827,80.367,"March 2, 2019",18:18,Credit card,76.54,4.761904762,3.827,5.8
452-04-8808,B,Normal,M,PID665,7,30.478,640.038,"January 26, 2019",15:17,Cash,609.56,4.761904762,30.478,5.5
156-20-0370,B,Normal,F,PID666,1,1.2725,26.7225,"March 10, 2019",18:10,Credit card,25.45,4.761904762,1.2725,5.1
